title,positionInfo,model,area,direction,zhuangxiu,floor,create_time,floor_type,totalPrice,unitPrice
业主急售，急售 急售，价格可谈 楼层好视野开阔无遮挡,绿城之江1号,,,,,,,,680,"49,251"
看房方便 # 精装修#四房户型#精装修#,禹洲滨之澜苑,,,,,,,,550,"44,039"
奥莱金街，朝东loft，层高4米79，近地铁，配套齐全！,奥莱金街,,,,,,,,130,"30,003"
钱塘one 临江酒店式公寓 开发商精装loft，中yang空调,钱塘ONE,,,,,,,,105,"32,875"
转塘地铁口200米，层高4米79，带阳台，开发商精装修！,奥莱金街,,,,,,,,130,"30,546"
楼层好，视野宽阔，交通便利，精装修，诚心出售,星云,,,,,,,,90,"25,907"
采光充足 视野宽阔 精装修 诚心出售,钱塘ONE,,,,,,,,115,"33,363"
业主诚心出售看房随时 两房两厅 北望钱塘江和之江大桥,钱塘ONE,,,,,,,,105,"32,999"
房子满五不唯一，此幢不沿马路，全小区唯一带后花园的,赞成岭上花苑,,,,,,,,300,"26,099"
房东诚心出售  户型方正  采光好,钱塘ONE,,,,,,,,180,"42,185"
钱塘江景房 4.79米挑高 精装2房,钱塘ONE,,,,,,,,116,"31,242"
业主诚心卖，中上楼层视野好，边套户型宜居好房子,祥生云浦新语,,,,,,,,410,"45,990"
房子中间楼层 精装修 阳台已包好 可拎包入住 诚心出售,祥生云浦新语,,,,,,,,505,"43,133"
彩虹府精装3房2厅2卫  户型通透 采光还 房东诚心出售,钱江彩虹府,,,,,,,,370,"43,954"
滨之江洋房 1层带花园带地下室 户型溪缺 看房方便,禹洲滨之澜苑,,,,,,,,850,"61,130"
篁外精装大三房，拎包入住，精装修,中海定山府,,,,,,,,382,"34,823"
三房两卫  方正户型   精装修中，央空调,禹洲滨之澜苑,,,,,,,,390,"43,566"
彩虹府精装带地暖 三开间朝南 全明户型 三房两卫,钱江彩虹府,,,,,,,,375,"44,777"
出租装修，中间楼层，无遮挡视野好，诚心出售,佳兆业玖珑山,,,,,,,,405,"31,279"
精装修东边套，三房朝南一房朝北，三阳台，居住适宜,禹洲滨之澜苑,,,,,,,,570,"41,817"
云浦新语精装带地暖带地下室，格局方正，地铁近,祥生云浦新语,,,,,,,,420,"47,501"
中空 地暖 得房率高 精装修 业主诚售！,朗郡庭园,,,,,,,,350,"40,393"
精装修#看房方便#三房两卫#小区环境好,禹洲滨之澜苑,,,,,,,,400,"44,954"
楼层好 房子里面就能看到江 大阳台 改善型户型,禹洲滨之澜苑,,,,,,,,580,"49,979"
禹洲滨之江  精装洋房  房东诚售,禹洲滨之澜苑,,,,,,,,650,"49,028"
开发商精装，楼层好。洋房好视野，居住舒适,融创瑷骊山,,,,,,,,730,"40,567"
滨之江高层 视野好 价格低 业主诚心出售,禹洲滨之澜苑,,,,,,,,530,"45,860"
次顶楼 满五电梯房 北区 金街美地200米,云溪香山,,,,,,,,460,"33,004"
采光充足 视野宽阔 精装修 诚心出售,钱塘ONE,,,,,,,,325,"32,929"
滨之江奇数层 客厅带阳台 三房两卫，诚心出售,禹洲滨之澜苑,,,,,,,,408,"45,577"
精装  四房两卫  *大空间  舒适体验,祥生云浦新语,,,,,,,,510,"43,394"
西湖区 滨之江  4房边套户型  采光好   房东诚售,禹洲滨之澜苑,,,,,,,,490,"42,410"
祥生云浦新语 次新小区 户型三开间朝南,祥生云浦新语,,,,,,,,480,"54,128"
精装修#看房方便#三房两卫#小区环境好,禹洲滨之澜苑,,,,,,,,400,"45,193"
西湖区三江汇双浦新区 全屋中 央空调地暖,钱江彩虹府,,,,,,,,386,"45,855"
一线江景满5得房率*高三房两卫好楼层,保利东湾,,,,,,,,263,"28,081"
玫瑰湾经典户型，百万精装修，一线江景大平层,保利玫瑰湾,,,,,,,,530,"38,431"
房子是经典的跃层loft户型视野好精装修 业主诚心出售,保利湾天地二期,,,,,,,,115,"12,200"
保利湾天地二期 2室1厅 东南,保利湾天地二期,,,,,,,,116,"12,296"
央企开发，中高楼层，采光视野都很好的，简约时尚风格,保利东湾,,,,,,,,175,"30,064"
高层好房，户型方正，业主诚心出售,世茂江滨花园碧景湾,,,,,,,,253,"29,560"
房东精装40万，保养很好，前后通透 房东诚心卖。,观澜时代云邸苑,,,,,,,,245,"28,746"
落霞与孤鹜齐飞，秋水共长天一色,保利湾天地,,,,,,,,120,"20,196"
此房满五，精装修可拎包入住，高楼层视野好,世茂江滨花园瑞景湾,,,,,,,,260,"29,715"
房子是经典的跃层loft户型，视野好，装修温馨,保利湾天地二期,,,,,,,,135,"14,321"
中间楼层，全明户型，朝南，视野采光好,世茂江滨商业中心,,,,,,,,103,"15,239"
空港公寓，精装修，朝南 江景视野很好,金隅空港公馆,,,,,,,,81,"13,061"
此房满五唯一，采光好 ，精装修，江边漫步,保利东湾,,,,,,,,277,"30,420"
满五唯一，朝南两开间，三房，业主诚心出售,观澜时代云邸苑,,,,,,,,255,"29,728"
金隅空港精装平层朝南公寓，中间楼层，业主诚心出售,金隅空港公馆,,,,,,,,115,"20,602"
保利央企品质，跃层4房，业主诚心出售,保利东湾,,,,,,,,358,"31,738"
保利东湾 3室2厅 南 北,保利东湾,,,,,,,,300,"25,130"
品质开发商，次新房三房，绿城物业，小区环境优美,九龙仓君廷,,,,,,,,180,"20,643"
户型南北通，无遮挡，采光好 楼盘位置好,野风启城,,,,,,,,310,"14,365"
原舍花苑东边套排屋 带地下车库 带花园 带大露台,原舍花苑,,,,,,,,660,"26,499"
总高6层洋房顶跃，单价低，户型好，含一个车位。,野风启城,,,,,,,,380,"16,261"
联排精装修五室有车库花yuan拎包入住,原舍花苑,,,,,,,,680,"25,485"
毛坯不满两年，房东诚心出售，方便看房,九龙仓君廷,4室2厅,233.14平米,南,毛坯,上叠(共4层),板楼,叠拼别墅,530,"22,734"
满两年，两房，中间楼层，总价低,皮匠弄,,,,,,,,89,"14,908"
中装 三房两户卫 中间楼层 拎包入住,西小河小区,,,,,,,,212,"16,559"
望府品质小区  三房户型 自住精装修 有车位,贝利栖溪望府,,,,,,,,295,"21,283"
品质小区 环境好 位置佳 楼层采光充足,贝利栖溪公馆,,,,,,,,198,"22,819"
塘南茗苑 两室 诚心出售 看房方便,塘南茗苑,,,,,,,,140,"17,147"
层高5.8米自住精装修通燃气民用电,美致生活广场,,,,,,,,148,"19,912"
房洞诚心出售 基本直接入住的 户型好 采光好,康庭和苑,,,,,,,,179,"14,638"
层高4.98米，朝西采光充足，商水民用电，通燃气。,美致生活广场,,,,,,,,115,"21,222"
满五年，三开间朝南，全明户型，南北双阳台，边套！,水岸锦城,,,,,,,,241,"17,356"
南北通透 中间楼层 视野开阔 采光佳 边套带大阳台,栖水珑庭,,,,,,,,283,"20,979"
三开间朝南 中间楼层 西边套 精装修带品牌家具家电,雍澜府,,,,,,,,255,"26,683"
贝利栖溪公馆 品质小区 精装修  可拎包入住,贝利栖溪公馆,,,,,,,,276,"20,231"
水岸锦城 电梯房  次新小区 三房户型 采光足,水岸锦城,,,,,,,,166,"18,494"
满五年 东边套 全明三房 视野宽阔 沿河景观房,乐苑小区,,,,,,,,135,"15,834"
塘栖一小区，两房朝南 户型方正 楼层好,塘栖一小区,,,,,,,,123,"17,455"
塘栖南苑小区 精装修 可拎包入住 两室一厅一厨一卫,塘栖一小区,,,,,,,,96,"16,089"
此房朝南，中间楼层，采光充足，交通便利！可办公,龙栖湾大厦,,,,,,,,66,"17,108"
精装修。看房方便，价格可商量，诚心出售！,欣北钱江国际广场,,,,,,,,58,"12,034"
水乡华庭 楼层好 位置佳 户型方正,水乡华庭,,,,,,,,182,"20,661"
房东诚心出售，还在装修中，全新没住过，干净清爽,群升星河印象中心,,,,,,,,50,"14,633"
塘栖热门小区 自住精装两房 中间楼层,塘栖一小区,,,,,,,,156,"23,854"
古镇边上 医院边上 中间楼层 小面积低总价 满五年,广济公寓,,,,,,,,68,"15,015"
塘栖一小区 中间楼层 两房朝南 采光足,塘栖一小区,,,,,,,,129,"20,367"
群升星河印象中心 1室1厅 北,群升星河印象中心,,,,,,,,45,"14,886"
满5年南北通透全明 三房户型 采光充足 配套齐全,水岸锦城,,,,,,,,170,"16,812"
塘栖嘉园  楼层好 小区安静 适合养老 物业费低,塘栖嘉园,,,,,,,,210,"11,918"
塘栖古镇旅游景区旁，环境优美采光好,水岸锦城,,,,,,,,207,"16,092"
双阳台 洋房 全新 精装修 三房两卫 随时可看 看房方便,随塘,,,,,,,,253,"23,991"
联排西边套 花园大 绿城物业服务 楼幢位置好,九龙仓君廷,5室2厅,141.77平米,南 北,毛坯,下叠(共3层),板塔结合,叠拼别墅,510,"35,974"
次新房，精装修，看房随时，绿城物业，户型方正,九龙仓君廷,,,,,,,,185,"21,216"
锦绣名邸 三房户型 中上楼层 视野开阔 总价低,锦绣名邸,,,,,,,,162,"16,874"
塘栖品质洋房 视野好 三室两厅两卫户型,随塘,,,,,,,,297,"28,575"
九龙仓 联排 地上三层 地下两层 带花园 有车位,九龙仓君廷,5室2厅,141.61平米,南,毛坯,下叠(共3层),板楼,叠拼别墅,510,"36,015"
低总价两房 楼层好 位置不错 房东诚心出售,广济西路,,,,,,,,78,"16,050"
房龄较新2009年建成框架结构！使用面积大顶楼带阁楼,塘栖一小区,,,,,,,,158,"17,576"
5.8米层高，家具家电齐全 自住精装 房东诚心出售,美致生活广场,,,,,,,,105,"19,377"
5.8米层高 自住精装修民用电 天然气 实用面积200平,美致生活广场,,,,,,,,130,"16,644"
单价低 总价低 楼层好 两房一卫,乐苑小区,,,,,,,,120,"18,299"
下叠排，此价格含双车位！！业主诚心出售,野风启城,,,,,,,,460,"27,303"
环境优美，洋房上下三层，天然的氧吧，房东诚心出售,野风启城,,,,,,,,345,"17,006"
此房满2年格局好 楼层位置好 有15平储藏室,塘栖一小区,,,,,,,,195,"17,177"
开间大 采光好 大三房  全明户型 房东诚心出售,野风启城,,,,,,,,200,"18,886"
栖水珑庭 3室2厅 南,栖水珑庭,,,,,,,,235,"19,159"
边套  大四房   采光无忧   出行方便,康庭和苑,,,,,,,,255,"15,639"
新苑小区塘栖古镇旁边，刚需大三房，中间楼层满五,新苑小区,,,,,,,,168,"20,022"
毛坯89方三房，总价低，首付低，刚需入选好房子,野风启城,,,,,,,,160,"17,808"
三开间朝南 满五年税少 配套设施齐全 交通便利！,锦绣名邸,,,,,,,,161,"18,040"
君廷雅园 电梯房 精装  三房户型,九龙仓君廷,,,,,,,,215,"25,232"
三房两卫 全明户型 房东诚心出售,水岸锦城,,,,,,,,170,"15,328"
"单价低，户型方正，边套户型,房东诚心出售 装修中装",康庭和苑,,,,,,,,250,"15,843"
5.8米层高 得房高 格局好 采光充足 民水民电天然气,美致生活广场,,,,,,,,145,"19,508"
：得房高 格局好 采光充足 商水 带天然气,美致生活广场,,,,,,,,118,"19,763"
美致生活广场温馨2居室，2房2卫，拎包入住,美致生活广场,,,,,,,,69,"21,523"
楼层好 采光好 视野开阔 配套设施齐全,远顺大厦,,,,,,,,40,"8,427"
锦绣名邸 两室一厅 中间楼层 全明户型 精装修房东诚售,锦绣名邸,,,,,,,,135,"21,301"
"精装修,看房方便，价格可商量，诚心出售！",欣北钱江国际广场,,,,,,,,70,"12,677"
野风边套大四房 看房方便 采光没影响，通风好,野风启城,,,,,,,,268,"19,543"
东石塘 2室1厅 南,东石塘,,,,,,,,123,"17,037"
楼层好，得房率高 有露台 户型 适合一大家人居住,塘栖嘉园,,,,,,,,235,"13,183"
原舍 塘栖好别墅 毛坯 得房率高 装出自己的个性,原舍花苑,,,,,,,,590,"23,805"
下叠排屋有花园，带地下室，诚心出售，可小刀,九龙仓君廷,5室2厅,233.69平米,东南,毛坯,上叠(共4层),板楼,叠拼别墅,499,"21,354"
纯毛坯，楼层好，阳台方向是别墅区，无遮挡，采光充足,九龙仓君廷,,,,,,,,170,"19,530"
万盛商贸城跃层式公寓，上下两层,万盛商贸城公寓,,,,,,,,48,"12,397"
精装次新房 三房两卫 带花园 采光好,雍澜府,,,,,,,,307,"23,880"
俩房朝南采光好 交通方便。适合居住,塘栖一小区,,,,,,,,148,"16,288"
新小区 毛坯房排屋 西边套 房东诚心出售 看房有钥匙,九龙仓君廷,5室2厅,141.77平米,南,毛坯,下叠(共3层),板楼,叠拼别墅,555,"39,148"
房东诚心出售       有一个储藏室,水岸锦城,,,,,,,,190,"15,708"
得房高 格局好 采光充足 民水民电 带天然气,美致生活广场,,,,,,,,120,"22,477"
满5年，精装修，采光佳！加带有窗户的独立车库！,塘栖嘉园,,,,,,,,233,"16,705"
得房高 格局好 采光充足 民水民电 带天然气,美致生活广场,,,,,,,,75,"23,256"
精装修次新房 楼层视野好，三开间朝南采光无遮挡,九龙仓君廷,,,,,,,,210,"24,125"
金石华城 品质小区 环境优美  三房户型 采光好,金石华城,,,,,,,,304,"21,903"
顶楼跃层 近古镇 交通也比较方便 生活配套比较齐全,仓桥路,,,,,,,,160,"18,316"
层高5.8米精装l 无需社保，诚心出售看房随时,美致生活广场,,,,,,,,75,"23,256"
龙栖湾大夏 精装修 可拎包入住 采光足 楼层佳,龙栖湾大厦,,,,,,,,78,"19,747"
50年产权的 ，精装修，直接拎包入住。,万盛商贸城公寓,,,,,,,,55,"13,706"
距离古镇一百米，房东诚心出售。,运动新村,,,,,,,,80,"19,296"
贝利栖溪公馆，品质小区，精装修，可拎包入住,贝利栖溪公馆,,,,,,,,340,"24,922"
满五年，三开间朝南，户型方正，楼层好视野开阔，,锦绣名邸,,,,,,,,165,"18,800"
电梯房 中间楼层 三房户型中间楼层视野开阔采光好,锦绣名邸,,,,,,,,200,"17,692"
精装修   拎包入住  中间楼层  .....,塘南茗苑,,,,,,,,115,"21,480"
塘南茗苑 装修很清爽 南北通户型 采光好,塘南茗苑,,,,,,,,142,"17,392"
全新未入住，精装、户型好、看房方便,群升星河印象中心,,,,,,,,38,"12,571"
空着别墅，带双露台。上下2层一样层高,水乡名苑,,,,,,,,400,"16,262"
精装修，中间楼层，纯边套，四房，三开间朝南,九龙仓君廷,,,,,,,,288,"21,987"
两室中间楼层，采光好，很通风，房子户型方正,皮匠弄,,,,,,,,120,"15,790"
水乡华庭 两室精装修 房东诚心卖，看房方便采光好,水乡华庭,,,,,,,,175,"18,895"
塘栖嘉园 现浇住宅小面积 一室一厅看房方便,塘栖嘉园,,,,,,,,81,"16,541"
金石华城精装好房，满五三室，诚心出售,金石华城,,,,,,,,200,"22,235"
3房2厅2卫 ，有大露台， 可自行利用，南北朝向。,康庭和苑,,,,,,,,190,"15,048"
楼层好，视野开阔，带阁楼的看房方便，业主诚心出售的,东石塘,,,,,,,,110,"16,005"
三房户型  结构户型好  楼层佳,新苑小区,,,,,,,,150,"17,807"
精装修，采光好，领包入住，房东诚心卖的，看房方便,塘栖栖里东苑,,,,,,,,144,"17,967"
低总价 满五年 临运河 近古镇,皮匠弄,,,,,,,,130,"15,707"
塘栖古镇旁景区房  凤凰层  得房率高,东石塘,,,,,,,,156,"15,619"
精装修小两房，中间楼层，拎包可以入住，无增值税,野风启城,,,,,,,,165,"22,184"
电梯房满五年 精装修 格局方正  有车位,景丽华庭,,,,,,,,162,"17,238"
金石华城 4室2厅 南,金石华城,,,,,,,,253,"28,508"
康庭和苑 1室1厅 南,康庭和苑,,,,,,,,95,"18,017"
大两房，空间大  采光通透，间距大,水乡华庭,,,,,,,,169,"20,034"
塘栖古镇 位置好 交通便利 采光足 户型正 得房率高,阳光100嘉园,,,,,,,,168,"18,222"
东边套 花园洋房 新小区 环境好 品质高 精装三房,随塘,,,,,,,,268,"25,464"
全新交付小区，人车分流，带花园可种花花草草,随塘,,,,,,,,580,"46,453"
塘栖合院 位置好  交通便利 采光足 户型正气 环境优美,随塘,,,,,,,,590,"38,050"
新小区 毛坯房 可扩展面积大 房东诚心出售 看房有钥匙,九龙仓君廷,4室2厅,141.67平米,南,毛坯,下叠(共3层),板塔结合,叠拼别墅,560,"39,529"
塘栖嘉园 楼层好 小区安静 适合居住 物业低,塘栖嘉园,,,,,,,,228,"15,906"
九龙仓君廷 南北花园 可扩展面积大 随时看房 有钥匙,九龙仓君廷,5室2厅,157.71平米,南,毛坯,3层,板楼,联排别墅,585,"37,094"
全新小区，南入户联排，大花园，地下室两层。,九龙仓君廷,4室2厅,141.56平米,南,毛坯,下叠(共3层),板楼,叠拼别墅,530,"37,440"
新小区 纯毛坯 联排别墅 带院子,九龙仓君廷,5室3厅,157.95平米,南,毛坯,3层,板楼,联排别墅,530,"33,555"
西边套三开间朝南装修保养好双阳台,东小河公寓,,,,,,,,235,"15,846"
"新小区,毛坯房 ,联排中间套，房东诚心出售",九龙仓君廷,5室2厅,157.65平米,南,毛坯,3层,板楼,联排别墅,580,"36,791"
新小区 毛坯房 东边套 房东诚心出售 看房有钥匙,九龙仓君廷,5室2厅,141.77平米,东南,毛坯,下叠(共3层),板楼,叠拼别墅,540,"38,090"
九龙仓二期次新房，边套大四房，阳光不挡，看房方便,九龙仓君廷,,,,,,,,255,"19,509"
全明大四房，二期次新房，楼层高视野佳，诚心出售,九龙仓君廷,,,,,,,,238,"18,170"
河边景观好 精装修 拎包入住 诚心卖,塘栖一小区,,,,,,,,120,"17,337"
楼幢好，低楼层，阳台方向是别墅区，无遮挡，采光充足,九龙仓君廷,,,,,,,,175,"20,148"
房子满5年 装修很清爽 南北通户型 采光好,塘南茗苑,,,,,,,,145,"17,825"
视野宽阔，采光好，配套设施齐全，交通方便！,东小河公寓,,,,,,,,150,"16,326"
层高4.98米，诚心出售.，楼层好 诚心卖 燃气做饭燃,美致生活广场,,,,,,,,68,"21,086"
满五年 电梯房 小区中间位置 中高楼层 视野开阔,金石华城,,,,,,,,198,"22,310"
美致好房，低总价，好采光，干净清爽,美致生活广场,,,,,,,,64,"19,845"
此房总价低 楼层好 采光充足  房东诚心出售,天府家园,,,,,,,,85,"17,038"
自住精装修拎包入住 中间楼层 看房随时 满五年,贝利栖溪望府,,,,,,,,190,"21,525"
康庭和苑 满五年 两室 楼层好 房东诚心卖,康庭和苑,,,,,,,,138,"17,311"
塘栖小区一楼带院子，外立面已改造 诚心出售的,塘栖一小区,,,,,,,,130,"20,616"
低总价，户型方正，房东诚心出售，满五不唯一。,康庭和苑,,,,,,,,140,"16,063"
栖里东苑小户型 精装修 诚心出售，采光无忧,塘栖栖里东苑,,,,,,,,88,"17,351"
中间楼层视野好 边套户型 满五年税费少 看房方便,塘栖一小区,,,,,,,,116,"16,450"
此房满五年 楼层好 采光充足 装修清爽  房东诚心出售,天府家园,,,,,,,,90,"18,040"
50年产权的 ，精装修，直接拎包入住。,万盛商贸城公寓,,,,,,,,51,"13,172"
*山奥特莱斯旁，三房户型，房东诚心出售,九龙仓君廷,,,,,,,,180,"20,688"
诚心出售温馨三房，二期次新房，绿城物业，看房方便,九龙仓君廷,,,,,,,,162,"18,578"
电梯房中间楼层 三开间朝南大客厅大阳台 看房有钥,贝利栖溪望府,,,,,,,,165,"18,693"
中高楼层，看房方便，房东诚售。,九龙仓君廷,,,,,,,,178,"20,449"
阳台方向是别墅区，楼层好，无遮挡，采光充足,九龙仓君廷,,,,,,,,187,"21,529"
装修好  楼层佳  拎包入住  朝南采光好,万盛商贸城公寓,,,,,,,,54,"13,947"
两房 客厅带阳台 南北通透 一梯两户,塘栖一小区,,,,,,,,135,"18,405"
二期次新房，阳光不遮挡，南面排屋，看房方便,九龙仓君廷,,,,,,,,170,"19,538"
次新房，标准三房中楼层，前面排屋无遮挡，绿城管理好,九龙仓君廷,,,,,,,,168,"19,309"
古镇旁 户型方正，采光充足，配套齐全，出行便利.,水乡人家,,,,,,,,150,"14,876"
品质开发商，东边套联排，地下2层，地上3层再加阁楼,九龙仓君廷,5室2厅,141.77平米,南,毛坯,下叠(共3层),板塔结合,叠拼别墅,600,"42,323"
君廷2期次新房，中间楼层，绿城物业，看房方便,九龙仓君廷,,,,,,,,175,"20,104"
东小河  小面积总价低  好户型  简单装修,东小河公寓,,,,,,,,132,"16,319"
满5年  位置好   闹中取静  户型正气,广宇公寓,,,,,,,,128,"17,147"
贝利栖溪望府 3室2厅 南,贝利栖溪望府,,,,,,,,360,"25,952"
刚需房 停车方便 交通方便 配套齐全,东小河公寓,,,,,,,,86,"17,609"
此房满五唯一，精装修，拎包入住，电梯房。,景丽华庭,,,,,,,,200,"15,747"
雍澜府 次新洋房 精装修 拎包入住 户型正气 环境好,雍澜府,,,,,,,,248,"25,708"
两房朝南户型................................,塘栖一小区,,,,,,,,118,"18,713"
边套三房   小区南北采光充足，交通便利，视线开阔,塘栖一小区,,,,,,,,135,"16,539"
塘栖热门小区出售。房东诚心出售！三房格局,塘栖一小区,,,,,,,,138,"17,625"
地段好      三房  交通便利  出门都很方便,塘栖一小区,,,,,,,,165,"16,391"
两房 全明户型 中间楼层 采光好,塘栖一小区,,,,,,,,116,"18,578"
东小河公寓 户型好 楼层好，采光好,东小河公寓,,,,,,,,195,"17,030"
金石华城精装好房，满五三室，诚心出售,金石华城,,,,,,,,200,"22,235"
楼层好，视野开阔，带阁楼的看房方便，业主诚心出售的,东石塘,,,,,,,,110,"16,005"
3房2厅2卫 ，有大露台， 可自行利用，南北朝向。,康庭和苑,,,,,,,,190,"15,048"
三房户型  结构户型好  楼层佳,新苑小区,,,,,,,,150,"17,807"
低总价 满五年 临运河 近古镇,皮匠弄,,,,,,,,130,"15,707"
精装修，采光好，领包入住，房东诚心卖的，看房方便,塘栖栖里东苑,,,,,,,,144,"17,967"
康庭和苑 三室出售 满五年 房东诚心卖！,康庭和苑,,,,,,,,158,"14,163"
绿城物业，次新校区，精装修，楼层佳，税费少,九龙仓君廷,,,,,,,,200,"23,472"
满五年税费少，楼层中等采光好，楼幢位置佳,塘栖一小区,,,,,,,,135,"17,089"
塘栖一小区 得房率高 户型正 位置好 交通便利 采光好,塘栖一小区,,,,,,,,144,"17,933"
二期次新房，阳台方向是别墅区，无遮挡，采光充足,九龙仓君廷,,,,,,,,170,"19,496"
次新小区大三房，满五年，中层，装修清爽，看房有钥匙,锦绣名邸,,,,,,,,195,"17,822"
南北通透 边套全明户型 满五年 采光充足 配套设施齐全,塘栖一小区,,,,,,,,242,"17,990"
品质开发商，联排别墅毛坯，户型方正，带院子,九龙仓君廷,5室3厅,157.95平米,南,毛坯,3层,板楼,联排别墅,580,"36,721"
九龙仓君廷 绿城物业 得房率高 位置好 环境优美采光好,九龙仓君廷,,,,,,,,220,"16,832"
锦绣名邸电梯房 诚心卖 看房有钥匙,锦绣名邸,,,,,,,,165,"17,097"
房东诚心卖，楼层也不错，小区绿化也挺好的,金石华城,,,,,,,,185,"20,556"
简装大三房 两房朝南 房东诚心出售,西小河小区,,,,,,,,137,"14,998"
雍澜府 精装修 三开间朝南 出门就是教育机构,雍澜府,,,,,,,,243,"25,302"
塘栖热门小区出售。房东诚心出售！两房朝南格局,塘栖一小区,,,,,,,,105,"16,760"
奥特莱斯旁低总价小三房。首付50万出头,九龙仓君廷,,,,,,,,175,"20,069"
层高5.8米，楼层好，诚心出售,美致生活广场,,,,,,,,73,"22,636"
九龙仓二期次新房，位置佳，阳光无遮挡，物业贴心,九龙仓君廷,,,,,,,,218,"16,643"
二期次新房，中间楼层，视野好，绿城物业，格局方正,九龙仓君廷,,,,,,,,175,"20,104"
九龙仓二期排屋，地下两层，看房方便，绿城物业,九龙仓君廷,4室2厅,141.67平米,南,毛坯,下叠(共3层),板塔结合,叠拼别墅,510,"36,000"
锦绣名邸 三房户型 中间楼层 南北通透采光好 房东诚售,锦绣名邸,,,,,,,,187,"16,548"
九龙仓二期排屋，地下两层，看房方便，绿城物业,九龙仓君廷,4室2厅,141.56平米,南,毛坯,下叠(共3层),板楼,叠拼别墅,499,"35,251"
楼层好   视野开阔   采光充足    交通便利,塘南茗苑,,,,,,,,170,"14,210"
着急出售，品质小区，绿城物业，中间联排，带花园,九龙仓君廷,5室2厅,141.61平米,南 北,毛坯,下叠(共3层),板塔结合,叠拼别墅,520,"36,721"
塘南茗苑 三室两厅两卫 有钥匙诚心卖 采光好,塘南茗苑,,,,,,,,190,"15,881"
正气户型，全明边套，高层视野，物业贴心,九龙仓君廷,,,,,,,,200,"22,986"
楼层好，大四房南北通，无遮挡采光足，车位可售。,九龙仓君廷,,,,,,,,255,"19,502"
锦绣名邸，三房全明户型 采光好 视野宽阔,锦绣名邸,,,,,,,,200,"17,698"
三房两卫 南北通透 中间楼层 房东诚心出售,水岸锦城,,,,,,,,223,"16,955"
次新小区 排屋 全明户型 视野开阔 位置佳 随时看房,九龙仓君廷,5室2厅,141.67平米,南,毛坯,下叠(共3层),板塔结合,叠拼别墅,550,"38,823"
得房高 格局好 采光充足 民水民电 带天然气,美致生活广场,,,,,,,,92,"18,677"
群升星河印象中心 1室1厅 北,群升星河印象中心,,,,,,,,43,"14,225"
低总价、边套大户型、采光好、业主诚心出售,欣北钱江国际广场,,,,,,,,110,"13,422"
楼层好 采光好 视野开阔 配套设施齐全,远顺大厦,,,,,,,,35,"7,374"
龙栖湾大厦 1室1厅 北,龙栖湾大厦,,,,,,,,70,"18,930"
户型是LOFT公寓，上下两层。大房2卫户型方正，,美致生活广场,,,,,,,,70,"21,706"
精装修两房，中间楼层，拎包可以入住  三开间朝南,野风启城,,,,,,,,169,"22,722"
总价低 近古镇 临运河 房东诚心出售,东石塘,,,,,,,,83,"14,471"
小洋房，大两房边套户型，中间楼层，房东腾指标，急卖,康庭和苑,,,,,,,,133,"18,501"
房子是小户型的.适合刚需自住.,康庭和苑,,,,,,,,130,"18,094"
贝利望府 精装修40万 拎包入住 采光好 户型正边套户型,贝利栖溪望府,,,,,,,,239,"20,999"
康庭和苑 两房户型 满五年 南北通透 视野开阔采光好!,康庭和苑,,,,,,,,150,"18,242"
精装修。看房方便，价格可商量，诚心出售！,欣北钱江国际广场,,,,,,,,52,"9,643"
50年产权的 ，装修好，直接拎包入住。,万盛商贸城公寓,,,,,,,,48,"12,397"
次新小区电梯房1室1厅，中高楼层，采光好，格局好。,天府家园,,,,,,,,98,"20,337"
九龙仓君廷  4室2厅 南北 精装 诚心出售,九龙仓君廷,,,,,,,,278,"21,287"
小区中位置中间楼层 自住精装修 满五年急卖看房随时,贝利栖溪公馆,,,,,,,,300,"22,196"
跃层花园洋房，总高6楼带电梯，独门独户，有车位！,野风启城,,,,,,,,370,"15,637"
野风启城洋房采光好，看房有钥匙,野风启城,,,,,,,,315,"16,108"
精装3房 客厅带阳台 西边套 全明户型,东小河公寓,,,,,,,,185,"14,695"
康庭和苑，电梯中高楼层，看房方便。,康庭和苑,,,,,,,,204,"16,314"
低总价经典大三房首付60万刚需客户,康庭和苑,,,,,,,,200,"16,449"
全明户型 看房方便 房东诚心出售 户型正气,西小河小区,,,,,,,,180,"14,853"
此房满两年 楼层好 视野宽阔 采光充足 交通便利,栖水珑庭,,,,,,,,240,"19,570"
三开间朝南双阳台，全明户型，中间楼层，采光无忧！,众孚水榭花都,,,,,,,,226,"17,152"
房东诚心出售价钱合理。小户型总价低,欣北钱江国际广场,,,,,,,,33,"9,790"
满五 得房率高，精装修、采光好，看房方便,野风启城,,,,,,,,188,"22,136"
房东急卖好房，精装自住loft,欣北钱江国际广场,,,,,,,,69,"12,496"
精装loft房东自住装修，层高4.98,美致生活广场,,,,,,,,98,"18,085"
：房子户型好，格局好，精装修，房东诚心出售,欣北钱江国际广场,,,,,,,,58,"10,376"
开发商精装修 房东再精装修 朝西朝北 采光好,美致生活广场,,,,,,,,68,"22,592"
精装复式，税费少采光好看房方便有阳台通燃气.,美致生活广场,,,,,,,,98,"19,964"
50年产权的 ，精装修，直接拎包入住。,万盛商贸城公寓,,,,,,,,58,"14,980"
三开间朝南的全明户型，房子精装修，楼层好视野开阔！,春风江南府,,,,,,,,190,"21,690"
